stPoint: 142, ndPoint: 56, Hue: 142
stPoint: 143, ndPoint: 60, Hue: 143
stPoint: 144, ndPoint: 64, Hue: 144
stPoint: 145, ndPoint: 68, Hue: 145
stPoint: 146, ndPoint: 72, Hue: 146
stPoint: 147, ndPoint: 76, Hue: 147
stPoint: 148, ndPoint: 80, Hue: 148
stPoint: 149, ndPoint: 84, Hue: 149
stPoint: 150, ndPoint: 88, Hue: 150
stPoint: 151, ndPoint: 92, Hue: 151
stPoint: 152, ndPoint: 96, Hue: 152
stPoint: 153, ndPoint: 100, Hue: 153
stPoint: 154, ndPoint: 104, Hue: 154
stPoint: 155, ndPoint: 108, Hue: 155
stPoint: 156, ndPoint: 112, Hue: 156
stPoint: 157, ndPoint: 116, Hue: 157
stPoint: 158, ndPoint: 120, Hue: 158
stPoint: 159, ndPoint: 124, Hue: 159
stPoint: 160, ndPoint: 128, Hue: 160
stPoint: 161, ndPoint: 132, Hue: 161
stPoint: 162, ndPoint: 136, Hue: 162
stPoint: 163, ndPoint: 140, Hue: 163
stPoint: 164, ndPoint: 144, Hue: 164
stPoint: 165, ndPoint: 148, Hue: 165
stPoint: 166, ndPoint: 152, Hue: 166
stPoint: 167, ndPoint: 156, Hue: 167
stPoint: 168, ndPoint: 160, Hue: 168
stPoint: 169, ndPoint: 164, Hue: 169
stPoint: 170, ndPoint: 168, Hue: 170
stPoint: 171, ndPoint: 172, Hue: 171
stPoint: 172, ndPoint: 176, Hue: 172
stPoint: 173, ndPoint: 180, Hue: 173
stPoint: 174, ndPoint: 184, Hue: 174
stPoint: 175, ndPoint: 188, Hue: 175
stPoint: 176, ndPoint: 192, Hue: 176
stPoint: 177, ndPoint: 196, Hue: 177
stPoint: 178, ndPoint: 200, Hue: 178
stPoint: 179, ndPoint: 204, Hue: 179
stPoint: 180, ndPoint: 208, Hue: 180
stPoint: 181, ndPoint: 212, Hue: 181
stPoint: 182, ndPoint: 216, Hue: 182
stPoint: 183, ndPoint: 220, Hue: 183
stPoint: 184, ndPoint: 224, Hue: 184
stPoint: 185, ndPoint: 228, Hue: 185
stPoint: 186, ndPoint: 232, Hue: 186
stPoint: 187, ndPoint: 236, Hue: 187
stPoint: 188, ndPoint: 240, Hue: 188
stPoint: 189, ndPoint: 244, Hue: 189
stPoint: 190, ndPoint: 248, Hue: 190
stPoint: 191, ndPoint: 252, Hue: 191
stPoint: 192, ndPoint: 0, Hue: 192
stPoint: 193, ndPoint: 4, Hue: 193
stPoint: 194, ndPoint: 8, Hue: 194
stPoint: 195, ndPoint: 12, Hue: 195
stPoint: 196, ndPoint: 16, Hue: 196
stPoint: 197, ndPoint: 20, Hue: 197
stPoint: 198, ndPoint: 24, Hue: 198
stPoint: 199, ndPoint: 28, Hue: 199
stPoint: 200, ndPoint: 32, Hue: 200
stPoint: 201, ndPoint: 36, Hue: 201
stPoint: 202, ndPoint: 40, Hue: 202
stPoint: 203, ndPoint: 44, Hue: 203
stPoint: 204, ndPoint: 48, Hue: 204
stPoint: 205, ndPoint: 52, Hue: 205
stPoint: 206, ndPoint: 56, Hue: 206
stPoint: 207, ndPoint: 60, Hue: 207
stPoint: 208, ndPoint: 64, Hue: 208
stPoint: 209, ndPoint: 68, Hue: 209
stPoint: 210, ndPoint: 72, Hue: 210
stPoint: 211, ndPoint: 76, Hue: 211
stPoint: 212, ndPoint: 80, Hue: 212
stPoint: 213, ndPoint: 84, Hue: 213
stPoint: 214, ndPoint: 88, Hue: 214
stPoint: 215, ndPoint: 92, Hue: 215
stPoint: 216, ndPoint: 96, Hue: 216
stPoint: 217, ndPoint: 100, Hue: 217
stPoint: 218, ndPoint: 104, Hue: 218
stPoint: 219, ndPoint: 108, Hue: 219
stPoint: 220, ndPoint: 112, Hue: 220
stPoint: 221, ndPoint: 116, Hue: 221
stPoint: 222, ndPoint: 120, Hue: 222
stPoint: 223, ndPoint: 124, Hue: 223
stPoint: 224, ndPoint: 128, Hue: 224
stPoint: 225, ndPoint: 132, Hue: 225
stPoint: 226, ndPoint: 136, Hue: 226
stPoint: 227, ndPoint: 140, Hue: 227
stPoint: 228, ndPoint: 144, Hue: 228
stPoint: 229, ndPoint: 148, Hue: 229
stPoint: 230, ndPoint: 152, Hue: 230
stPoint: 231, ndPoint: 156, Hue: 231
stPoint: 232, ndPoint: 160, Hue: 232
stPoint: 233, ndPoint: 164, Hue: 233
stPoint: 234, ndPoint: 168, Hue: 234
stPoint: 235, ndPoint: 172, Hue: 235
stPoint: 236, ndPoint: 176, Hue: 236
stPoint: 237, ndPoint: 180, Hue: 237
stPoint: 238, ndPoint: 184, Hue: 238
stPoint: 239, ndPoint: 188, Hue: 239
stPoint: 240, ndPoint: 192, Hue: 240
stPoint: 241, ndPoint: 196, Hue: 241
stPoint: 242, ndPoint: 200, Hue: 242
stPoint: 243, ndPoint: 204, Hue: 243
stPoint: 244, ndPoint: 208, Hue: 244
stPoint: 245, ndPoint: 212, Hue: 245
stPoint: 246, ndPoint: 216, Hue: 246
stPoint: 247, ndPoint: 220, Hue: 247
stPoint: 248, ndPoint: 224, Hue: 248
stPoint: 249, ndPoint: 228, Hue: 249
stPoint: 250, ndPoint: 232, Hue: 250
stPoint: 251, ndPoint: 236, Hue: 251
stPoint: 252, ndPoint: 240, Hue: 252
stPoint: 253, ndPoint: 244, Hue: 253
stPoint: 254, ndPoint: 248, Hue: 254
stPoint: 255, ndPoint: 252, Hue: 255
stPoint: 0, ndPoint: 0, Hue: 0
stPoint: 1, ndPoint: 5, Hue: 1
stPoint: 2, ndPoint: 10, Hue: 2
stPoint: 3, ndPoint: 15, Hue: 3
stPoint: 4, ndPoint: 20, Hue: 4
stPoint: 5, ndPoint: 25, Hue: 5
stPoint: 6, ndPoint: 30, Hue: 6
stPoint: 7, ndPoint: 35, Hue: 7
stPoint: 8, ndPoint: 40, Hue: 8
stPoint: 9, ndPoint: 45, Hue: 9
stPoint: 10, ndPoint: 50, Hue: 10
stPoint: 11, ndPoint: 55, Hue: 11
stPoint: 12, ndPoint: 60, Hue: 12
stPoint: 13, ndPoint: 65, Hue: 13
stPoint: 14, ndPoint: 70, Hue: 14
stPoint: 15, ndPoint: 75, Hue: 15
stPoint: 16, ndPoint: 80, Hue: 16
stPoint: 17, ndPoint: 85, Hue: 17
stPoint: 18, ndPoint: 90, Hue: 18
stPoint: 19, ndPoint: 95, Hue: 19
stPoint: 20, ndPoint: 100, Hue: 20
stPoint: 21, ndPoint: 105, Hue: 21
stPoint: 22, ndPoint: 110, Hue: 22
stPoint: 23, ndPoint: 115, Hue: 23
stPoint: 24, ndPoint: 120, Hue: 24
stPoint: 25, ndPoint: 125, Hue: 25
stPoint: 26, ndPoint: 130, Hue: 26
stPoint: 27, ndPoint: 135, Hue: 27
stPoint: 28, ndPoint: 140, Hue: 28
stPoint: 29, ndPoint: 145, Hue: 29
stPoint: 30, ndPoint: 150, Hue: 30
stPoint: 31, ndPoint: 155, Hue: 31
stPoint: 32, ndPoint: 160, Hue: 32
stPoint: 33, ndPoint: 165, Hue: 33
stPoint: 34, ndPoint: 170, Hue: 34
stPoint: 35, ndPoint: 175, Hue: 35
stPoint: 36, ndPoint: 180, Hue: 36
stPoint: 37, ndPoint: 185, Hue: 37
stPoint: 38, ndPoint: 190, Hue: 38
stPoint: 39, ndPoint: 195, Hue: 39
stPoint: 40, ndPoint: 200, Hue: 40
stPoint: 41, ndPoint: 205, Hue: 41
stPoint: 42, ndPoint: 210, Hue: 42
stPoint: 43, ndPoint: 215, Hue: 43
stPoint: 44, ndPoint: 220, Hue: 44
stPoint: 45, ndPoint: 225, Hue: 45
stPoint: 46, ndPoint: 230, Hue: 46
stPoint: 47, ndPoint: 235, Hue: 47
stPoint: 48, ndPoint: 240, Hue: 48
stPoint: 49, ndPoint: 245, Hue: 49
stPoint: 50, ndPoint: 250, Hue: 50
stPoint: 51, ndPoint: 255, Hue: 51
stPoint: 52, ndPoint: 4, Hue: 52
stPoint: 53, ndPoint: 9, Hue: 53
stPoint: 54, ndPoint: 14, Hue: 54
stPoint: 55, ndPoint: 19, Hue: 55
stPoint: 56, ndPoint: 24, Hue: 56
stPoint: 57, ndPoint: 29, Hue: 57
stPoint: 58, ndPoint: 34, Hue: 58
stPoint: 59, ndPoint: 39, Hue: 59
stPoint: 60, ndPoint: 44, Hue: 60
stPoint: 61, ndPoint: 49, Hue: 61
stPoint: 62, ndPoint: 54, Hue: 62
stPoint: 63, ndPoint: 59, Hue: 63
stPoint: 64, ndPoint: 64, Hue: 64
stPoint: 65, ndPoint: 69, Hue: 65
stPoint: 66, ndPoint: 74, Hue: 66
stPoint: 67, ndPoint: 79, Hue: 67
stPoint: 68, ndPoint: 84, Hue: 68
stPoint: 69, ndPoint: 89, Hue: 69
stPoint: 70, ndPoint: 94, Hue: 70
stPoint: 71, ndPoint: 99, Hue: 71
stPoint: 72, ndPoint: 104, Hue: 72
stPoint: 73, ndPoint: 109, Hue: 73
stPoint: 74, ndPoint: 114, Hue: 74
stPoint: 75, ndPoint: 119, Hue: 75
stPoint: 76, ndPoint: 124, Hue: 76
stPoint: 77, ndPoint: 129, Hue: 77
stPoint: 78, ndPoint: 134, Hue: 78
stPoint: 79, ndPoint: 139, Hue: 79
stPoint: 80, ndPoint: 144, Hue: 80
stPoint: 81, ndPoint: 149, Hue: 81
stPoint: 82, ndPoint: 154, Hue: 82
stPoint: 83, ndPoint: 159, Hue: 83
stPoint: 84, ndPoint: 164, Hue: 84
stPoint: 85, ndPoint: 169, Hue: 85
stPoint: 86, ndPoint: 174, Hue: 86
stPoint: 87, ndPoint: 179, Hue: 87
stPoint: 88, ndPoint: 184, Hue: 88
stPoint: 89, ndPoint: 189, Hue: 89
stPoint: 90, ndPoint: 194, Hue: 90
stPoint: 91, ndPoint: 199, Hue: 91
stPoint: 92, ndPoint: 204, Hue: 92
stPoint: 93, ndPoint: 209, Hue: 93
stPoint: 94, ndPoint: 214, Hue: 94
stPoint: 95, ndPoint: 219, Hue: 95
stPoint: 96, ndPoint: 224, Hue: 96
stPoint: 97, ndPoint: 229, Hue: 97
stPoint: 98, ndPoint: 234, Hue: 98
stPoint: 99, ndPoint: 239, Hue: 99
stPoint: 100, ndPoint: 244, Hue: 100
stPoint: 101, ndPoint: 249, Hue: 101
stPoint: 102, ndPoint: 254, Hue: 102
stPoint: 103, ndPoint: 3, Hue: 103
stPoint: 104, ndPoint: 8, Hue: 104
stPoint: 105, ndPoint: 13, Hue: 105
stPoint: 106, ndPoint: 18, Hue: 106
stPoint: 107, ndPoint: 23, Hue: 107
stPoint: 108, ndPoint: 28, Hue: 108
stPoint: 109, ndPoint: 33, Hue: 109
stPoint: 110, ndPoint: 38, Hue: 110
stPoint: 111, ndPoint: 43, Hue: 111
stPoint: 112, ndPoint: 48, Hue: 112
stPoint: 113, ndPoint: 53, Hue: 113
stPoint: 114, ndPoint: 58, Hue: 114
stPoint: 115, ndPoint: 63, Hue: 115
stPoint: 116, ndPoint: 68, Hue: 116
stPoint: 117, ndPoint: 73, Hue: 117
stPoint: 118, ndPoint: 78, Hue: 118
stPoint: 119, ndPoint: 83, Hue: 119
stPoint: 120, ndPoint: 88, Hue: 120
stPoint: 121, ndPoint: 93, Hue: 121
stPoint: 122, ndPoint: 98, Hue: 122
stPoint: 123, ndPoint: 103, Hue: 123
stPoint: 124, ndPoint: 108, Hue: 124
stPoint: 125, ndPoint: 113, Hue: 125
stPoint: 126, ndPoint: 118, Hue: 126
stPoint: 127, ndPoint: 123, Hue: 127
stPoint: 128, ndPoint: 128, Hue: 128
stPoint: 129, ndPoint: 133, Hue: 129
stPoint: 130, ndPoint: 138, Hue: 130
stPoint: 131, ndPoint: 143, Hue: 131
stPoint: 132, ndPoint: 148, Hue: 132
stPoint: 133, ndPoint: 153, Hue: 133
stPoint: 134, ndPoint: 158, Hue: 134
stPoint: 135, ndPoint: 163, Hue: 135
stPoint: 136, ndPoint: 168, Hue: 136
stPoint: 137, ndPoint: 173, Hue: 137
stPoint: 138, ndPoint: 178, Hue: 138
stPoint: 139, ndPoint: 183, Hue: 139
stPoint: 140, ndPoint: 188, Hue: 140
stPoint: 141, ndPoint: 193, Hue: 141
stPoint: 142, ndPoint: 198, Hue: 142
stPoint: 143, ndPoint: 203, Hue: 143
stPoint: 144, ndPoint: 208, Hue: 144
stPoint: 145, ndPoint: 213, Hue: 145
stPoint: 146, ndPoint: 218, Hue: 146
stPoint: 147, ndPoint: 223, Hue: 147
stPoint: 148, ndPoint: 228, Hue: 148
stPoint: 149, ndPoint: 233, Hue: 149
stPoint: 150, ndPoint: 238, Hue: 150
stPoint: 151, ndPoint: 243, Hue: 151
stPoint: 152, ndPoint: 248, Hue: 152
stPoint: 153, ndPoint: 253, Hue: 153
stPoint: 154, ndPoint: 2, Hue: 154
stPoint: 155, ndPoint: 7, Hue: 155
stPoint: 156, ndPoint: 12, Hue: 156
stPoint: 157, ndPoint: 17, Hue: 157
stPoint: 158, ndPoint: 22, Hue: 158
stPoint: 159, ndPoint: 27, Hue: 159
stPoint: 160, ndPoint: 32, Hue: 160
stPoint: 161, ndPoint: 37, Hue: 161
stPoint: 162, ndPoint: 42, Hue: 162
stPoint: 163, ndPoint: 47, Hue: 163
stPoint: 164, ndPoint: 52, Hue: 164
stPoint: 165, ndPoint: 57, Hue: 165
stPoint: 166, ndPoint: 62, Hue: 166
stPoint: 167, ndPoint: 67, Hue: 167
stPoint: 168, ndPoint: 72, Hue: 168
stPoint: 169, ndPoint: 77, Hue: 169
stPoint: 170, ndPoint: 82, Hue: 170
stPoint: 171, ndPoint: 87, Hue: 171
stPoint: 172, ndPoint: 92, Hue: 172
stPoint: 173, ndPoint: 97, Hue: 173
stPoint: 174, ndPoint: 102, Hue: 174
stPoint: 175, ndPoint: 107, Hue: 175
stPoint: 176, ndPoint: 112, Hue: 176
stPoint: 177, ndPoint: 117, Hue: 177
stPoint: 178, ndPoint: 122, Hue: 178
stPoint: 179, ndPoint: 127, Hue: 179
stPoint: 180, ndPoint: 132, Hue: 180
stPoint: 181, ndPoint: 137, Hue: 181
stPoint: 182, ndPoint: 142, Hue: 182
stPoint: 183, ndPoint: 147, Hue: 183
stPoint: 184, ndPoint: 152, Hue: 184
stPoint: 185, ndPoint: 157, Hue: 185
stPoint: 186, ndPoint: 162, Hue: 186
stPoint: 187, ndPoint: 167, Hue: 187
stPoint: 188, ndPoint: 172, Hue: 188
stPoint: 189, ndPoint: 177, Hue: 189
stPoint: 190, ndPoint: 182, Hue: 190
stPoint: 191, ndPoint: 187, Hue: 191
stPoint: 192, ndPoint: 192, Hue: 192
stPoint: 193, ndPoint: 197, Hue: 193
stPoint: 194, ndPoint: 202, Hue: 194
stPoint: 195, ndPoint: 207, Hue: 195
stPoint: 196, ndPoint: 212, Hue: 196
stPoint: 197, ndPoint: 217, Hue: 197
stPoint: 198, ndPoint: 222, Hue: 198
stPoint: 199, ndPoint: 227, Hue: 199
stPoint: 200, ndPoint: 232, Hue: 200
stPoint: 201, ndPoint: 237, Hue: 201
stPoint: 202, ndPoint: 242, Hue: 202
stPoint: 203, ndPoint: 247, Hue: 203
stPoint: 204, ndPoint: 252, Hue: 204
stPoint: 205, ndPoint: 1, Hue: 205
stPoint: 206, ndPoint: 6, Hue: 206
stPoint: 207, ndPoint: 11, Hue: 207
stPoint: 208, ndPoint: 16, Hue: 208
stPoint: 209, ndPoint: 21, Hue: 209
stPoint: 210, ndPoint: 26, Hue: 210
stPoint: 211, ndPoint: 31, Hue: 211
stPoint: 212, ndPoint: 36, Hue: 212
stPoint: 213, ndPoint: 41, Hue: 213
stPoint: 214, ndPoint: 46, Hue: 214
stPoint: 215, ndPoint: 51, Hue: 215
stPoint: 216, ndPoint: 56, Hue: 216
stPoint: 217, ndPoint: 61, Hue: 217
stPoint: 218, ndPoint: 66, Hue: 218
stPoint: 219, ndPoint: 71, Hue: 219
stPoint: 220, ndPoint: 76, Hue: 220
stPoint: 221, ndPoint: 81, Hue: 221
stPoint: 222, ndPoint: 86, Hue: 222
stPoint: 223, ndPoint: 91, Hue: 223
stPoint: 224, ndPoint: 96, Hue: 224
stPoint: 225, ndPoint: 101, Hue: 225
stPoint: 226, ndPoint: 106, Hue: 226
stPoint: 227, ndPoint: 111, Hue: 227
stPoint: 228, ndPoint: 116, Hue: 228
stPoint: 229, ndPoint: 121, Hue: 229
stPoint: 230, ndPoint: 126, Hue: 230
stPoint: 231, ndPoint: 131, Hue: 231
stPoint: 232, ndPoint: 136, Hue: 232
stPoint: 233, ndPoint: 141, Hue: 233
stPoint: 234, ndPoint: 146, Hue: 234
stPoint: 235, ndPoint: 151, Hue: 235
stPoint: 236, ndPoint: 156, Hue: 236
stPoint: 237, ndPoint: 161, Hue: 237
stPoint: 238, ndPoint: 166, Hue: 238
stPoint: 239, ndPoint: 171, Hue: 239
stPoint: 240, ndPoint: 176, Hue: 240
stPoint: 241, ndPoint: 181, Hue: 241
stPoint: 242, ndPoint: 186, Hue: 242
stPoint: 243, ndPoint: 191, Hue: 243
stPoint: 244, ndPoint: 196, Hue: 244
stPoint: 245, ndPoint: 201, Hue: 245
stPoint: 246, ndPoint: 206, Hue: 246
stPoint: 247, ndPoint: 211, Hue: 247
stPoint: 248, ndPoint: 216, Hue: 248
stPoint: 249, ndPoint: 221, Hue: 249
stPoint: 250, ndPoint: 226, Hue: 250
stPoint: 251, ndPoint: 231, Hue: 251
stPoint: 252, ndPoint: 236, Hue: 252
stPoint: 253, ndPoint: 241, Hue: 253
stPoint: 254, ndPoint: 246, Hue: 254
stPoint: 255, ndPoint: 251, Hue: 255
stPoint: 0, ndPoint: 0, Hue: 0
stPoint: 1, ndPoint: 6, Hue: 1
stPoint: 2, ndPoint: 12, Hue: 2
stPoint: 3, ndPoint: 18, Hue: 3
stPoint: 4, ndPoint: 24, Hue: 4
stPoint: 5, ndPoint: 30, Hue: 5
stPoint: 6, ndPoint: 36, Hue: 6
stPoint: 7, ndPoint: 42, Hue: 7
stPoint: 8, ndPoint: 48, Hue: 8
stPoint: 9, ndPoint: 54, Hue: 9
stPoint: 10, ndPoint: 60, Hue: 10
stPoint: 11, ndPoint: 66, Hue: 11
stPoint: 12, ndPoint: 72, Hue: 12
stPoint: 13, ndPoint: 78, Hue: 13
stPoint: 14, ndPoint: 84, Hue: 14
stPoint: 15, ndPoint: 90, Hue: 15
stPoint: 16, ndPoint: 96, Hue: 16
stPoint: 17, ndPoint: 102, Hue: 17
stPoint: 18, ndPoint: 108, Hue: 18
stPoint: 19, ndPoint: 114, Hue: 19
stPoint: 20, ndPoint: 120, Hue: 20
stPoint: 21, ndPoint: 126, Hue: 21
stPoint: 22, ndPoint: 132, Hue: 22
stPoint: 23, ndPoint: 138, Hue: 23
stPoint: 24, ndPoint: 144, Hue: 24
stPoint: 25, ndPoint: 150, Hue: 25
stPoint: 26, ndPoint: 156, Hue: 26
stPoint: 27, ndPoint: 162, Hue: 27
stPoint: 28, ndPoint: 168, Hue: 28
stPoint: 29, ndPoint: 174, Hue: 29
stPoint: 30, ndPoint: 180, Hue: 30
stPoint: 31, ndPoint: 186, Hue: 31
stPoint: 32, ndPoint: 192, Hue: 32
stPoint: 33, ndPoint: 198, Hue: 33
stPoint: 34, ndPoint: 204, Hue: 34
stPoint: 35, ndPoint: 210, Hue: 35
stPoint: 36, ndPoint: 216, Hue: 36
stPoint: 37, ndPoint: 222, Hue: 37
stPoint: 38, ndPoint: 228, Hue: 38
stPoint: 39, ndPoint: 234, Hue: 39
stPoint: 40, ndPoint: 240, Hue: 40
stPoint: 41, ndPoint: 246, Hue: 41
stPoint: 42, ndPoint: 252, Hue: 42
stPoint: 43, ndPoint: 2, Hue: 43
stPoint: 44, ndPoint: 8, Hue: 44
stPoint: 45, ndPoint: 14, Hue: 45
stPoint: 46, ndPoint: 20, Hue: 46
stPoint: 47, ndPoint: 26, Hue: 47
stPoint: 48, ndPoint: 32, Hue: 48
stPoint: 49, ndPoint: 38, Hue: 49
stPoint: 50, ndPoint: 44, Hue: 50
stPoint: 51, ndPoint: 50, Hue: 51
stPoint: 52, ndPoint: 56, Hue: 52
stPoint: 53, ndPoint: 62, Hue: 53
stPoint: 54, ndPoint: 68, Hue: 54
stPoint: 55, ndPoint: 74, Hue: 55
stPoint: 56, ndPoint: 80, Hue: 56
stPoint: 57, ndPoint: 86, Hue: 57
stPoint: 58, ndPoint: 92, Hue: 58
stPoint: 59, ndPoint: 98, Hue: 59
stPoint: 60, ndPoint: 104, Hue: 60
stPoint: 61, ndPoint: 110, Hue: 61
stPoint: 62, ndPoint: 116, Hue: 62
stPoint: 63, ndPoint: 122, Hue: 63
stPoint: 64, ndPoint: 128, Hue: 64
stPoint: 65, ndPoint: 134, Hue: 65
stPoint: 66, ndPoint: 140, Hue: 66
stPoint: 67, ndPoint: 146, Hue: 67
stPoint: 68, ndPoint: 152, Hue: 68
stPoint: 69, ndPoint: 158, Hue: 69
stPoint: 70, ndPoint: 164, Hue: 70
stPoint: 71, ndPoint: 170, Hue: 71
stPoint: 72, ndPoint: 176, Hue: 72
stPoint: 73, ndPoint: 182, Hue: 73
stPoint: 74, ndPoint: 188, Hue: 74
stPoint: 75, ndPoint: 194, Hue: 75
stPoint: 76, ndPoint: 200, Hue: 76
stPoint: 77, ndPoint: 206, Hue: 77
stPoint: 78, ndPoint: 212, Hue: 78
stPoint: 79, ndPoint: 218, Hue: 79
stPoint: 80, ndPoint: 224, Hue: 80
stPoint: 81, ndPoint: 230, Hue: 81
stPoint: 82, ndPoint: 236, Hue: 82
stPoint: 83, ndPoint: 242, Hue: 83
stPoint: 84, ndPoint: 248, Hue: 84
stPoint: 85, ndPoint: 254, Hue: 85
stPoint: 86, ndPoint: 4, Hue: 86
stPoint: 87, ndPoint: 10, Hue: 87
stPoint: 88, ndPoint: 16, Hue: 88
stPoint: 89, ndPoint: 22, Hue: 89
stPoint: 90, ndPoint: 28, Hue: 90
stPoint: 91, ndPoint: 34, Hue: 91
stPoint: 92, ndPoint: 40, Hue: 92
stPoint: 93, ndPoint: 46, Hue: 93
stPoint: 94, ndPoint: 52, Hue: 94
stPoint: 95, ndPoint: 58, Hue: 95
stPoint: 96, ndPoint: 64, Hue: 96
stPoint: 97, ndPoint: 70, Hue: 97
stPoint: 98, ndPoint: 76, Hue: 98
stPoint: 99, ndPoint: 82, Hue: 99
stPoint: 100, ndPoint: 88, Hue: 100
stPoint: 101, ndPoint: 94, Hue: 101
stPoint: 102, ndPoint: 100, Hue: 102
stPoint: 103, ndPoint: 106, Hue: 103
stPoint: 104, ndPoint: 112, Hue: 104
stPoint: 105, ndPoint: 118, Hue: 105
stPoint: 106, ndPoint: 124, Hue: 106
stPoint: 107, ndPoint: 130, Hue: 107
stPoint: 108, ndPoint: 136, Hue: 108
stPoint: 109, ndPoint: 142, Hue: 109
stPoint: 110, ndPoint: 148, Hue: 110
stPoint: 111, ndPoint: 154, Hue: 111
stPoint: 112, ndPoint: 160, Hue: 112
stPoint: 113, ndPoint: 166, Hue: 113
stPoint: 114, ndPoint: 172, Hue: 114
stPoint: 115, ndPoint: 178, Hue: 115
stPoint: 116, ndPoint: 184, Hue: 116
stPoint: 117, ndPoint: 190, Hue: 117
stPoint: 118, ndPoint: 196, Hue: 118
stPoint: 119, ndPoint: 202, Hue: 119
stPoint: 120, ndPoint: 208, Hue: 120
stPoint: 121, ndPoint: 214, Hue: 121
stPoint: 122, ndPoint: 220, Hue: 122
stPoint: 123, ndPoint: 226, Hue: 123
stPoint: 124, ndPoint: 232, Hue: 124
stPoint: 125, ndPoint: 238, Hue: 125
stPoint: 126, ndPoint: 244, Hue: 126
stPoint: 127, ndPoint: 250, Hue: 127
stPoint: 128, ndPoint: 0, Hue: 128
stPoint: 129, ndPoint: 6, Hue: 129
stPoint: 130, ndPoint: 12, Hue: 130
stPoint: 131, ndPoint: 18, Hue: 131
stPoint: 132, ndPoint: 24, Hue: 132
stPoint: 133, ndPoint: 30, Hue: 133
stPoint: 134, ndPoint: 36, Hue: 134
stPoint: 135, ndPoint: 42, Hue: 135
stPoint: 136, ndPoint: 48, Hue: 136
stPoint: 137, ndPoint: 54, Hue: 137
stPoint: 138, ndPoint: 60, Hue: 138
stPoint: 139, ndPoint: 66, Hue: 139
stPoint: 140, ndPoint: 72, Hue: 140
stPoint: 141, ndPoint: 78, Hue: 141
stPoint: 142, ndPoint: 84, Hue: 142
stPoint: 143, ndPoint: 90, Hue: 143
stPoint: 144, ndPoint: 96, Hue: 144
stPoint: 145, ndPoint: 102, Hue: 145
stPoint: 146, ndPoint: 108, Hue: 146
stPoint: 147, ndPoint: 114, Hue: 147
stPoint: 148, ndPoint: 120, Hue: 148
stPoint: 149, ndPoint: 126, Hue: 149
stPoint: 150, ndPoint: 132, Hue: 150
stPoint: 151, ndPoint: 138, Hue: 151
stPoint: 152, ndPoint: 144, Hue: 152
stPoint: 153, ndPoint: 150, Hue: 153
stPoint: 154, ndPoint: 156, Hue: 154
stPoint: 155, ndPoint: 162, Hue: 155
stPoint: 156, ndPoint: 168, Hue: 156
stPoint: 157, ndPoint: 174, Hue: 157
stPoint: 158, ndPoint: 180, Hue: 158
stPoint: 159, ndPoint: 186, Hue: 159
stPoint: 160, ndPoint: 192, Hue: 160
stPoint: 161, ndPoint: 198, Hue: 161
stPoint: 162, ndPoint: 204, Hue: 162
stPoint: 163, ndPoint: 210, Hue: 163
stPoint: 164, ndPoint: 216, Hue: 164
stPoint: 165, ndPoint: 222, Hue: 165
stPoint: 166, ndPoint: 228, Hue: 166
stPoint: 167, ndPoint: 234, Hue: 167
stPoint: 168, ndPoint: 240, Hue: 168
stPoint: 169, ndPoint: 246, Hue: 169
stPoint: 170, ndPoint: 252, Hue: 170
stPoint: 171, ndPoint: 2, Hue: 171
stPoint: 172, ndPoint: 8, Hue: 172
stPoint: 173, ndPoint: 14, Hue: 173
stPoint: 174, ndPoint: 20, Hue: 174
stPoint: 175, ndPoint: 26, Hue: 175
stPoint: 176, ndPoint: 32, Hue: 176
stPoint: 177, ndPoint: 38, Hue: 177
stPoint: 178, ndPoint: 44, Hue: 178
stPoint: 179, ndPoint: 50, Hue: 179
stPoint: 180, ndPoint: 56, Hue: 180
stPoint: 181, ndPoint: 62, Hue: 181
stPoint: 182, ndPoint: 68, Hue: 182
stPoint: 183, ndPoint: 74, Hue: 183
stPoint: 184, ndPoint: 80, Hue: 184
stPoint: 185, ndPoint: 86, Hue: 185
stPoint: 186, ndPoint: 92, Hue: 186
stPoint: 187, ndPoint: 98, Hue: 187
stPoint: 188, ndPoint: 104, Hue: 188
stPoint: 189, ndPoint: 110, Hue: 189
stPoint: 190, ndPoint: 116, Hue: 190
stPoint: 191, ndPoint: 122, Hue: 191
stPoint: 192, ndPoint: 128, Hue: 192
stPoint: 193, ndPoint: 134, Hue: 193
stPoint: 194, ndPoint: 140, Hue: 194
stPoint: 195, ndPoint: 146, Hue: 195
stPoint: 196, ndPoint: 152, Hue: 196
stPoint: 197, ndPoint: 158, Hue: 197
stPoint: 198, ndPoint: 164, Hue: 198
stPoint: 199, ndPoint: 170, Hue: 199
stPoint: 200, ndPoint: 176, Hue: 200
stPoint: 201, ndPoint: 182, Hue: 201
stPoint: 202, ndPoint: 188, Hue: 202
stPoint: 203, ndPoint: 194, Hue: 203
stPoint: 204, ndPoint: 200, Hue: 204
stPoint: 205, ndPoint: 206, Hue: 205
stPoint: 206, ndPoint: 212, Hue: 206
stPoint: 207, ndPoint: 218, Hue: 207
stPoint: 208, ndPoint: 224, Hue: 208
stPoint: 209, ndPoint: 230, Hue: 209
stPoint: 210, ndPoint: 236, Hue: 210
stPoint: 211, ndPoint: 242, Hue: 211
stPoint: 212, ndPoint: 248, Hue: 212
